"10-digit session UID","Session ID","Session start","Session end","Session duration (minutes)","Charging duration (minutes)","Session idle (minutes)","Estimated Completion Time","kWh delivered","MAX kW","AVG kW","SoC Start","SoC End","User","Vehicle","EVSEID (PFID)","FSE ID","XB Address","Serial #","EVSE type","External Name","Station Name","Site","Site Location","Auth Source","Auth Details","Cost to site","Cost to driver","Fleet","Vehicle barcode"
483607950,"0066040218_2026-02-10 21:37:05.985130_EDGE","2026-02-10 13:37:02.961 -0800","2026-02-11 08:15:02.356 -0800",1117.98,281.63,836.35,"2026-02-10 21:37:02.961 -0800",10.787,3.347,0.609,,,,,"0066-04-02-18","FSE742984E","0013A20041B91CD5","SWH01162000060","Webasto DX",,"AD-19 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",4.638,4.638,false,""
483607867,"0066040215_2026-02-10 21:33:38.929851_EDGE","2026-02-10 13:33:36.086 -0800","2026-02-13 10:37:27.939 -0800",4143.87,304.43,3839.43,"2026-02-10 21:33:36.086 -0800",6.03,6.212,0.092,,,,,"0066-04-02-15","FSE742981E","0013A20041B91778","SWH01162000313","Webasto DX",,"AD-16 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",2.593,2.593,false,""
483607735,"0066050222_2026-02-10 21:27:59.811877_EDGE","2026-02-10 13:27:57.298 -0800","2026-02-10 14:44:44.355 -0800",76.78,75.78,1,"2026-02-10 21:27:57.298 -0800",7.052,5.923,5.728,,,,,"0066-05-02-22","FSE688954E","0013A20041B92FC7","SWH01162000319","Webasto DX",,"CR-22 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",2.891,2.891,false,""
483607720,"0066040221_2026-02-10 21:27:36.085492_EDGE","2026-02-10 13:27:33.831 -0800","2026-02-11 07:53:20.336 -0800",1105.78,952.13,153.65,"2026-02-10 21:27:33.831 -0800",44.046,6.174,2.497,,,,,"0066-04-02-21","FSE742973E","0013A20041B93047","SWH01162000377","Webasto DX",,"AD-8 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",18.94,18.939,false,""
483607599,"0066030314_2026-02-10 21:21:44.622556_EDGE","2026-02-10 13:21:42.900 -0800","2026-02-10 15:17:07.236 -0800",115.4,113.88,1.52,"2026-02-10 23:21:42.900 -0800",10.668,6.289,5.776,,,,,"0066-03-03-14","FSE596408E","0013A200419B5E2E","SBE02511870679","Webasto DX",,"17","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk","kiosk_claim",4.694,4.694,false,""
483607561,"0066050216_2026-02-10 21:20:04.130770_EDGE","2026-02-10 13:20:01.741 -0800","2026-02-11 06:53:34.934 -0800",1053.55,298.13,755.42,"2026-02-10 21:20:01.741 -0800",5.466,6.122,0.325,,,,,"0066-05-02-16","FSE689149E","0013A20041B91D0E","SWH01162000303","Webasto DX",,"CR-16 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",2.241,2.241,false,""
483607553,"0066050216_2026-02-10 21:19:48.245943_EDGE","2026-02-10 13:19:45.974 -0800","2026-02-10 13:19:53.868 -0800",0.13,0,0.13,"2026-02-10 21:19:45.974 -0800",0,0,0,,,,,"0066-05-02-16","FSE689149E","0013A20041B91D0E","SWH01162000303","Webasto DX",,"CR-16 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Default",,0,0,false,""
483607392,"0066270216_2026-02-10 21:12:54.093190_EDGE","2026-02-10 13:12:51.917 -0800","2026-02-10 15:44:43.540 -0800",151.87,137.07,14.8,"2026-02-10 21:12:51.917 -0800",8.005,6.37,3.326,,,,,"0066-27-02-16",,"0013A20041F01106","SWH01492100070","Webasto DX",,"HS-14 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",3.842,3.842,false,""
483607101,"0066230302_2026-02-10 20:59:33.350373_EDGE","2026-02-10 12:59:30.942 -0800","2026-02-10 17:03:19.947 -0800",243.82,243.75,0.07,"2026-02-10 20:59:30.942 -0800",23.474,6.324,6.054,,,189548,43401,"0066-23-03-02","FSE1701348E","0013A200420EEEE5","SWH01482100239","Webasto DX",,"DA-2 Fleet Only","SB District Attorney","1112 Santa Barbara St, Santa Barbara, CA 93101","App",,11.267,0,false,""
483607016,"0066040223_2026-02-10 20:54:12.129476_EDGE","2026-02-10 12:54:09.971 -0800","2026-02-10 15:03:21.824 -0800",129.2,0.07,129.13,"2026-02-10 20:54:09.971 -0800",0,0,0,,,23914,47908,"0066-04-02-23","FSE742982E","0013A20041BECEBC","SWH01162000348","Webasto DX",,"AD-17 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,0,0,false,""
483606955,"0066030320_2026-02-10 20:51:30.468825_EDGE","2026-02-10 12:51:31.634 -0800","2026-02-10 16:44:57.472 -0800",233.37,233.23,0.13,"2026-02-10 22:51:31.634 -0800",19.552,6.269,5.278,,,27987,38187,"0066-03-03-20","FSE596418E","0013A20041A7B4C9","SBE02031970021","Webasto DX",,"12","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,8.603,8.6,false,""
483606666,"0066080406_2026-02-10 20:33:56.225115_EDGE","2026-02-10 12:33:53.788 -0800","2026-02-10 16:03:17.664 -0800",209.4,0,209.4,"2026-02-10 20:33:53.788 -0800",0.001,0,0,,,,,"0066-08-04-06","FSE811670E","0013A20041ECCBE9","SWH01062100134","Webasto DX",,"C2","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","Default",,0,0,false,""
483606027,"0066040210_2026-02-10 19:55:29.947179_EDGE","2026-02-10 11:55:27.820 -0800","2026-02-11 11:00:23.063 -0800",1384.92,248.27,1136.65,"2026-02-10 19:55:27.820 -0800",1.029,6.264,0.047,,,,,"0066-04-02-10","FSE742978E","0013A20041B90B9F","SWH01162000365","Webasto DX",,"AD-13 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.443,0.442,false,""
483605787,"0066110201_2026-02-10 19:38:54.219167_EDGE","2026-02-10 11:38:52.293 -0800","2026-02-10 11:39:23.825 -0800",0.53,0.45,0.08,"2026-02-10 19:38:52.293 -0800",0.027,5.154,5.154,,,68703,999999,"0066-11-02-01","FSE811684E","0013A20041E48862","SWH01352100218","Webasto DX",,"DX-003","SM Betteravia","2115 Centerpointe Pkwy, Santa Maria, CA 93455","App",,0.013,0.013,false,""
483605633,"0066040204_2026-02-10 19:26:29.733407_EDGE","2026-02-10 11:26:27.280 -0800","2026-02-10 13:22:54.664 -0800",116.45,115.4,1.05,"2026-02-10 19:26:27.280 -0800",4.608,6.201,2.507,,,,,"0066-04-02-04","FSE742979E","0013A20041B9023F","SWH01162000373","Webasto DX",,"AD-14 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",1.981,1.98,false,""
483605488,"0066270222_2026-02-10 19:17:01.902723_EDGE","2026-02-10 11:16:59.734 -0800","2026-02-10 14:26:13.813 -0800",189.23,72.83,116.4,"2026-02-10 19:16:59.734 -0800",3.08,6.324,1.041,,,,,"0066-27-02-22",,"0013A20041ED3B00","SWH01502100247","Webasto DX",,"HS-20 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",1.478,1.478,false,""
483605371,"0066030308_2026-02-10 19:09:28.002881_EDGE","2026-02-10 11:09:25.878 -0800","2026-02-10 12:28:34.771 -0800",79.15,79.07,0.08,"2026-02-10 21:09:25.878 -0800",7.18,5.82,5.714,,,83346,40812,"0066-03-03-08","FSE596420E","0013A200419B586B","SBE02511870666","Webasto DX",,"22","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,3.159,3.159,false,""
483605228,"0066050202_2026-02-10 19:00:17.547136_EDGE","2026-02-10 11:00:14.789 -0800","2026-02-10 16:24:55.068 -0800",324.67,0.98,323.68,"2026-02-10 19:00:14.789 -0800",0,0,0,,,,,"0066-05-02-02","FSE689151E","0013A20041F0349F","SWH01162000308","Webasto DX",,"CR-2 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Default",,0,0,false,""
483605181,"0066270203_2026-02-10 18:56:52.740721_EDGE","2026-02-10 10:56:50.211 -0800","2026-02-10 12:44:01.901 -0800",107.2,106.47,0.73,"2026-02-10 18:56:50.211 -0800",10.596,6.466,6.161,,,,,"0066-27-02-03",,"0013A20041F01B84","SWH01492100005","Webasto DX",,"HS-1 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",5.086,5.086,false,""
483605112,"0066040220_2026-02-10 18:51:16.498360_EDGE","2026-02-10 10:51:14.509 -0800","2026-02-11 09:22:27.957 -0800",1351.22,252.67,1098.55,"2026-02-10 18:51:14.509 -0800",1.281,6.146,0.061,,,,,"0066-04-02-20","FSE742974E","0013A20041B92FED","SWH01172000083","Webasto DX",,"AD-9 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.551,0.551,false,""
483604592,"0066040222_2026-02-10 18:14:02.090115_EDGE","2026-02-10 10:13:59.851 -0800","2026-02-10 10:43:17.463 -0800",29.3,0,29.3,"2026-02-10 18:13:59.851 -0800",0,0,0,,,,,"0066-04-02-22","FSE742977E","0013A20041BEC246","SWH01162000395","Webasto DX",,"AD-12 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
483604233,"0066060212_2026-02-10 17:49:03.974666_EDGE","2026-02-10 09:49:01.459 -0800","2026-02-10 14:24:37.864 -0800",275.6,0,275.6,"2026-02-10 17:49:01.459 -0800",0,0,0,,,,,"0066-06-02-12","FSE596144E","0013A20041B91D55","SWH01142000049","Webasto DX",,"SS-12 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
483603882,"0066010306_2026-02-10 17:30:29.345141_EDGE","2026-02-10 09:30:26.952 -0800","2026-02-10 10:18:04.201 -0800",47.62,47.48,0.13,"2026-02-10 17:30:26.952 -0800",5.127,7.04,6.607,,,,,"0066-01-03-06","FSE1529517E","0013A200420EEE1F","SWH01312100102","Webasto DX",,"SBG-6 Fleet Only","SB Garage","4568 Calle Real Bldg. A, Santa Barbara, CA 93110","Default",,0,0,false,""
483603759,"0066060215_2026-02-10 17:24:22.855834_EDGE","2026-02-10 09:24:20.706 -0800","2026-02-10 18:02:23.206 -0800",518.05,113.62,404.43,"2026-02-10 17:24:20.706 -0800",5.42,3.26,0.662,,,160510,38531,"0066-06-02-15","FSE596155E","0013A20041B915CF","SWH01142000045","Webasto DX",,"CORD 15","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,2.222,2.222,false,""
483603544,"0066050204_2026-02-10 17:14:54.253927_EDGE","2026-02-10 09:14:57.605 -0800","2026-02-10 12:33:29.088 -0800",198.37,191.52,6.85,"2026-02-10 17:14:57.605 -0800",18.097,6.203,5.722,,,23519,43401,"0066-05-02-04","FSE688945E","0013A20041B91789","SWH01162000299","Webasto DX",,"CR-4 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","App",,7.42,7.42,false,""
483603495,"0066040203_2026-02-10 17:12:48.028496_EDGE","2026-02-10 09:12:45.518 -0800","2026-02-12 10:16:23.607 -0800",2943.63,267.12,2676.52,"2026-02-10 17:12:45.518 -0800",1.127,1.69,0.024,,,,,"0066-04-02-03","FSE742980E","0013A20041B8E05A","SWH01162000345","Webasto DX",,"AD-15 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.485,0.485,false,""
483603417,"0066040217_2026-02-10 17:09:28.451101_EDGE","2026-02-10 09:09:25.810 -0800","2026-02-10 10:04:08.641 -0800",54.72,0,54.72,"2026-02-10 17:09:25.810 -0800",0,0,0,,,,,"0066-04-02-17","FSE742972E","0013A20041B917FF","SWH01162000366","Webasto DX",,"AD-7 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
483603405,"0066040201_2026-02-10 17:09:07.600572_EDGE","2026-02-10 09:09:05.280 -0800","2026-02-10 13:28:36.125 -0800",259.52,153.23,106.28,"2026-02-10 17:09:05.280 -0800",4.354,6.335,1.051,,,,,"0066-04-02-01","FSE742971E","0013A20041B8BE74","SWH01162000006","Webasto DX",,"AD-6 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",1.872,1.872,false,""
483603358,"0066040208_2026-02-10 17:07:12.935980_EDGE","2026-02-10 09:07:10.682 -0800","2026-02-10 11:57:25.670 -0800",170.25,0.05,170.2,"2026-02-10 17:07:10.682 -0800",0.002,0,0,,,,,"0066-04-02-08","FSE742970E","0013A20041B90394","SWH01162000030","Webasto DX",,"AD-5 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.001,0,false,""
483603316,"0066040223_2026-02-10 17:05:21.937711_EDGE","2026-02-10 09:05:19.558 -0800","2026-02-10 11:43:33.388 -0800",158.23,105.62,52.62,"2026-02-10 17:05:19.558 -0800",9.888,6.237,3.901,,,23914,47908,"0066-04-02-23","FSE742982E","0013A20041BECEBC","SWH01162000348","Webasto DX",,"AD-17 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,4.252,4.252,false,""
483603288,"0066040205_2026-02-10 17:04:32.995843_EDGE","2026-02-10 09:04:30.418 -0800","2026-02-10 15:14:14.291 -0800",369.73,250.5,119.23,"2026-02-10 17:04:30.418 -0800",0.997,6.126,0.171,,,,,"0066-04-02-05","FSE742983E","0013A20041B90252","SWH01172000095","Webasto DX",,"AD-3 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",0.429,0.429,false,""
483603274,"0066080304_2026-02-10 17:03:47.619433_EDGE","2026-02-10 09:03:47.584 -0800","2026-02-10 11:04:03.535 -0800",120.27,120.2,0.07,"2026-02-10 17:03:47.584 -0800",6.547,3.472,3.371,,,43242,44361,"0066-08-03-04","FSE811680E","0013A200422C39F7","SWH01352100078","Webasto DX",,"B2","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,3.339,3.339,false,""
483603087,"0066040227_2026-02-10 16:57:10.080558_EDGE","2026-02-10 08:57:07.705 -0800","2026-02-10 17:41:09.011 -0800",524.02,0,524.02,"2026-02-10 16:57:07.705 -0800",0,0,0,,,,,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
483602434,"0066040214_2026-02-10 16:37:44.356354_EDGE","2026-02-10 08:37:42.136 -0800","2026-02-10 12:34:25.522 -0800",236.72,0.05,236.67,"2026-02-10 16:37:42.136 -0800",0,0,0,,,,,"0066-04-02-14","FSE742988E","0013A20041B91742","SWH01142000060","Webasto DX",,"23","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
483602377,"0066030303_2026-02-10 16:36:22.353123_EDGE","2026-02-10 08:36:24.159 -0800","2026-02-10 19:36:59.871 -0800",660.45,660.37,0.08,"2026-02-10 18:36:24.159 -0800",47.299,5.941,4.507,,,248881,,"0066-03-03-03","FSE742971E","0013A200419B56F3","SBE02501870483","Webasto DX",,"21","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,20.812,20.81,false,""
483602233,"0066050203_2026-02-10 16:31:49.361541_EDGE","2026-02-10 08:31:46.981 -0800","2026-02-10 12:32:54.356 -0800",241.12,58.32,182.8,"2026-02-10 16:31:46.981 -0800",5.484,5.988,1.425,,,,,"0066-05-02-03","FSE688951E","0013A20041BEC60C","SWH01162000400","Webasto DX",,"CR-3 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",2.248,2.248,false,""
483601891,"0066110204_2026-02-10 16:23:09.784709_EDGE","2026-02-10 08:23:12.480 -0800","2026-02-10 14:53:41.868 -0800",389.9,389.5,0.4,"2026-02-10 16:23:12.480 -0800",36.365,5.959,5.868,,,223382,48398,"0066-11-02-04","FSE811687E","0013A20041E8EAFA","SWH01352100236","Webasto DX",,"DX-001","SM Betteravia","2115 Centerpointe Pkwy, Santa Maria, CA 93455","App",,17.455,17.455,false,""
483601809,"0066060206_2026-02-10 16:21:08.683675_EDGE","2026-02-10 08:21:09.859 -0800","2026-02-10 12:46:04.184 -0800",264.77,153.75,111.02,"2026-02-10 16:21:09.859 -0800",14.098,6.162,3.361,,,20525,40520,"0066-06-02-06","FSE596146E","0013A200419B5858","SBE02031970012","Webasto DX",,"SS-6 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,5.78,5.78,false,""
483601508,"0066030305_2026-02-10 16:12:48.664032_EDGE","2026-02-10 08:12:52.992 -0800","2026-02-10 13:40:44.999 -0800",327.75,327.62,0.13,"2026-02-10 18:12:52.992 -0800",31.158,6.089,5.994,,,206388,38187,"0066-03-03-05","FSE596419E","0013A200419B5811","SBE02511870681","Webasto DX",,"16","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,13.71,13.71,false,""
483601273,"0066230203_2026-02-10 16:06:45.819711_EDGE","2026-02-10 08:06:43.374 -0800","2026-02-10 15:46:38.318 -0800",459.92,397.77,62.15,"2026-02-10 16:06:43.374 -0800",37.504,6.181,5.13,,,,,"0066-23-02-03","FSE1701349E","0013A20041ED1616","SWH01502100171","Webasto DX",,"DA-3 Fleet Only","SB District Attorney","1112 Santa Barbara St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",18.002,18.002,false,""
483600981,"0066040216_2026-02-10 15:59:18.776222_EDGE","2026-02-10 07:59:16.738 -0800","2026-02-10 13:25:39.440 -0800",326.38,0,326.38,"2026-02-10 15:59:16.738 -0800",0,0,0,,,,,"0066-04-02-16","FSE742985E","0013A20041B9178E","SWH01142000043","Webasto DX",,"AD-20 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
483600037,"0066060207_2026-02-10 15:36:44.972497_EDGE","2026-02-10 07:36:48.024 -0800","2026-02-10 16:26:17.954 -0800",529.35,529.27,0.08,"2026-02-10 15:36:48.024 -0800",8.811,1.063,1.042,,,275480,47485,"0066-06-02-07","FSE596157E","0013A20041B90271","SWH01162000307","Webasto DX",,"SS-7 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,3.613,3.61,false,""
483600007,"0066110201_2026-02-10 15:35:44.646140_EDGE","2026-02-10 07:35:42.739 -0800","2026-02-10 11:38:28.651 -0800",242.77,124.67,118.1,"2026-02-10 15:35:42.739 -0800",9.998,5.34,2.573,,,68703,999999,"0066-11-02-01","FSE811684E","0013A20041E48862","SWH01352100218","Webasto DX",,"DX-003","SM Betteravia","2115 Centerpointe Pkwy, Santa Maria, CA 93455","App",,4.799,4.799,false,""
483599993,"0066080406_2026-02-10 15:35:24.104816_EDGE","2026-02-10 07:35:25.314 -0800","2026-02-10 12:04:55.815 -0800",269.37,269.3,0.07,"2026-02-10 15:35:25.314 -0800",26.826,6.504,6.278,,,187701,45751,"0066-08-04-06","FSE811670E","0013A20041ECCBE9","SWH01062100134","Webasto DX",,"C2","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,13.681,13.68,false,""
483599870,"0066050202_2026-02-10 15:32:20.194900_EDGE","2026-02-10 07:32:17.650 -0800","2026-02-10 10:59:11.743 -0800",206.9,206.7,0.2,"2026-02-10 15:32:17.650 -0800",9.974,3.161,3.028,,,173523,47221,"0066-05-02-02","FSE689151E","0013A20041F0349F","SWH01162000308","Webasto DX",,"CR-2 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","App",,4.089,4.089,false,""
483599587,"0066040226_2026-02-10 15:23:36.512443_EDGE","2026-02-10 07:23:37.410 -0800","2026-02-10 11:28:38.162 -0800",244.73,232.45,12.28,"2026-02-10 15:23:37.410 -0800",22.779,6.563,5.858,,,46960,47914,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,9.795,9.8,false,""
483599561,"0066030320_2026-02-10 15:22:53.855422_EDGE","2026-02-10 07:22:55.489 -0800","2026-02-10 09:50:45.677 -0800",147.72,137,10.72,"2026-02-10 17:22:55.489 -0800",4.09,3.012,1.749,,,22334,39830,"0066-03-03-20","FSE596418E","0013A20041A7B4C9","SBE02031970021","Webasto DX",,"12","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,1.8,1.8,false,""
483599460,"0066150202_2026-02-10 15:19:24.617344_EDGE","2026-02-10 07:19:22.391 -0800","2026-02-10 10:18:21.584 -0800",178.98,153.17,25.82,"2026-02-10 15:19:22.391 -0800",7.955,3.916,2.789,,,284452,49014,"0066-15-02-02",,"0013A20041E48939","SWH01352100251","Webasto DX",,"DX-002","SB BeWell","345 Camino del Remedio, Santa Barbara, CA 93110","App",,3.262,3.262,false,""
483599449,"0066080303_2026-02-10 15:18:59.095057_EDGE","2026-02-10 07:19:04.361 -0800","2026-02-10 16:32:33.950 -0800",553.32,172.22,381.1,"2026-02-10 15:19:04.361 -0800",14.065,6.364,1.608,,,203002,47230,"0066-08-03-03","FSE811679E","0013A200422C3D6D","SWH01352100077","Webasto DX",,"B1","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,7.173,0,false,""
483591801,"0066060213_2026-02-10 04:30:11.633176_EDGE","2026-02-09 20:30:09.666 -0800","2026-02-09 20:53:05.066 -0800",22.92,22.45,0.47,"2026-02-10 04:30:09.666 -0800",0.563,1.59,1.508,,,330359,,"0066-06-02-13","FSE596147E","0013A20041B91762","SWH01162000302","Webasto DX",,"CORD 13","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,0.231,0.23,false,""
483586432,"0066030301_2026-02-10 02:43:15.688790_EDGE","2026-02-09 18:43:13.527 -0800","2026-02-09 18:43:21.400 -0800",0.13,0,0.13,"2026-02-10 04:43:13.527 -0800",0,0,0,,,,,"0066-03-03-01","FSE596419E","0013A20041C6EB9C","SBE02511870763","Webasto DX",,"19","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Default",,0,0,false,""
483585006,"0066030207_2026-02-10 02:24:48.328554_EDGE","2026-02-09 18:24:45.999 -0800","2026-02-26 12:29:24.024 -0800",24124.63,1357.58,22767.05,"2026-02-10 04:24:45.999 -0800",49.642,6.312,0.215,,,,,"0066-03-02-07","FSE596407E","0013A200419B5851","SBE02031970148","Webasto DX",,"LD-8 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk","kiosk_claim",21.843,21.842,false,""
483581953,"0066270216_2026-02-10 01:52:48.337037_EDGE","2026-02-09 17:52:46.175 -0800","2026-02-10 07:38:16.529 -0800",825.5,450.9,374.6,"2026-02-10 01:52:46.175 -0800",24.509,6.399,1.861,,,,,"0066-27-02-16",,"0013A20041F01106","SWH01492100070","Webasto DX",,"HS-14 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",11.764,11.764,false,""
483581098,"0066160210_2026-02-10 01:44:24.616028_EDGE","2026-02-09 17:44:26.347 -0800","2026-02-09 21:32:48.234 -0800",228.25,228.18,0.07,"2026-02-10 01:44:26.347 -0800",8.093,6.035,2.225,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,3.156,3.156,false,""
483580514,"0066060202_2026-02-10 01:38:50.229055_EDGE","2026-02-09 17:38:48.442 -0800","2026-02-11 09:12:31.155 -0800",2373.72,0,2373.72,"2026-02-10 01:38:48.442 -0800",0,0,0,,,,,"0066-06-02-02","FSE596152E","0013A200419B5A9D","SBE02031970322","Webasto DX",,"SS-2 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
483580392,"0066050225_2026-02-10 01:37:40.200638_EDGE","2026-02-09 17:37:37.371 -0800","2026-02-10 09:08:56.524 -0800",931.32,868.38,62.93,"2026-02-10 01:37:37.371 -0800",45.161,6.061,3.051,,,,,"0066-05-02-25","FSE596156E","0013A20041B92FEC","SWH01162000190","Webasto DX",,"CR-25 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",18.516,18.516,false,""
483580187,"0066270218_2026-02-10 01:35:35.506271_EDGE","2026-02-09 17:35:33.302 -0800","2026-02-10 09:06:05.118 -0800",930.53,307.32,623.22,"2026-02-10 01:35:33.302 -0800",10.455,6.337,0.711,,,,,"0066-27-02-18",,"0013A20041F01B93","SWH01502100245","Webasto DX",,"HS-16 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",5.019,5.019,false,""
483578525,"0066060205_2026-02-10 01:19:49.772833_EDGE","2026-02-09 17:19:47.309 -0800","2026-02-10 08:48:32.812 -0800",928.77,558.57,370.2,"2026-02-10 01:19:47.309 -0800",31.903,6.188,2.163,,,,,"0066-06-02-05","FSE596150E","0013A200419B5813","SBE02031970020","Webasto DX",,"CORD 5","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk","kiosk_claim",13.08,13.08,false,""
483578385,"0066050217_2026-02-10 01:18:37.976821_EDGE","2026-02-09 17:18:35.440 -0800","2026-02-10 13:43:50.512 -0800",1225.25,518.63,706.62,"2026-02-10 01:18:35.440 -0800",10.875,6.163,0.559,,,,,"0066-05-02-17","FSE688957E","0013A20041B916DD","SWH01162000293","Webasto DX",,"CR-17 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",4.459,4.459,false,""
483578337,"0066050208_2026-02-10 01:18:18.837695_EDGE","2026-02-09 17:18:15.927 -0800","2026-02-10 08:09:18.900 -0800",891.05,555.02,336.03,"2026-02-10 01:18:15.927 -0800",14.299,6.145,1.009,,,,,"0066-05-02-08","FSE688961E","0013A20041B9303A","SWH01162000189","Webasto DX",,"CR-8 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk","kiosk_claim",5.863,5.863,false,""
483577569,"0066270206_2026-02-10 01:11:24.884251_EDGE","2026-02-09 17:11:22.636 -0800","2026-02-11 08:30:53.997 -0800",2359.52,182,2177.52,"2026-02-10 01:11:22.636 -0800",4.139,1.692,0.11,,,,,"0066-27-02-06",,"0013A20041F00E1A","SWH01492100058","Webasto DX",,"HS-4 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk","kiosk_claim",1.987,1.987,false,""
483575968,"0066040219_2026-02-10 00:57:13.886039_EDGE","2026-02-09 16:57:11.136 -0800","2026-02-10 11:12:11.200 -0800",1095,422.33,672.67,"2026-02-10 00:57:11.136 -0800",5.636,6.091,0.325,,,,,"0066-04-02-19","FSE742968E","0013A20041B92FC4","SWH01162000387","Webasto DX",,"AD-1 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk","kiosk_claim",2.424,2.423,false,""
