"10-digit session UID","Session ID","Session start","Session end","Session duration (minutes)","Charging duration (minutes)","Session idle (minutes)","Estimated Completion Time","kWh delivered","MAX kW","AVG kW","SoC Start","SoC End","User","Vehicle","EVSEID (PFID)","FSE ID","XB Address","Serial #","EVSE type","External Name","Station Name","Site","Site Location","Auth Source","Auth Details","Cost to site","Cost to driver","Fleet","Vehicle barcode"
492366782,"0066040226_2026-08-01 01:48:49.687882_EDGE","2026-07-31 18:48:47.157 -0700","2026-07-31 21:59:20.110 -0700",190.55,189.3,1.25,"2026-08-01 06:48:47.157 -0700",8.725,6.281,2.86,,,336122,47808,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,3.752,3.752,false,""
492365446,"0066100203_2026-08-01 01:35:31.712010_EDGE","2026-07-31 18:35:29.329 -0700","2026-07-31 18:47:54.177 -0700",12.42,0,12.42,"2026-08-01 02:35:29.329 -0700",0,0,0,,,,,"0066-10-02-03","FSE811675E","0013A20041E4A4AA","SWH01352100228","Webasto DX",,"03","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","Default",,0,0,false,""
492337358,"0066040218_2026-07-31 21:29:51.963712_EDGE","2026-07-31 14:29:49.353 -0700","2026-07-31 17:46:05.229 -0700",196.27,1,195.27,"2026-07-31 22:29:49.353 -0700",0,0,0,,,,,"0066-04-02-18","FSE742984E","0013A20041B91CD5","SWH01162000060","Webasto DX",,"AD-19 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492336611,"0066100202_2026-07-31 21:09:53.035384_EDGE","2026-07-31 14:09:54.100 -0700","2026-07-31 15:05:24.077 -0700",55.23,55.17,0.07,"2026-07-31 16:09:54.100 -0700",6.155,7.236,7.03,,,275468,48711,"0066-10-02-02","FSE811674E","0013A20041E4A478","SWH01352100217","Webasto DX",,"02","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","App",,2.647,2.647,false,""
492336501,"0066040212_2026-07-31 21:06:05.928454_EDGE","2026-07-31 14:06:03.361 -0700","2026-07-31 16:54:59.802 -0700",168.93,0,168.93,"2026-07-31 22:06:03.361 -0700",0.001,0,0,,,,,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492336087,"0066040226_2026-07-31 20:49:25.813253_EDGE","2026-07-31 13:49:25.809 -0700","2026-07-31 18:20:24.669 -0700",270.95,270.88,0.07,"2026-08-01 01:49:25.809 -0700",16.704,6.25,3.896,,,336122,47808,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,7.183,7.183,false,""
492335767,"0066040227_2026-07-31 20:36:12.122409_EDGE","2026-07-31 13:36:16.399 -0700","2026-07-31 17:13:02.756 -0700",216.5,216.28,0.22,"2026-08-01 01:36:16.399 -0700",10.308,6.098,3.031,,,382726,43498,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,4.433,4.433,false,""
492335731,"0066040226_2026-07-31 20:34:39.464053_EDGE","2026-07-31 13:34:37.012 -0700","2026-07-31 13:35:51.905 -0700",1.25,0,1.25,"2026-07-31 21:34:37.012 -0700",0,0,0,,,,,"0066-04-02-26","FSE1529510E","0013A20041D88DF5","SWH01022100427","Webasto DX",,"26","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492335730,"0066070201_2026-07-31 20:34:34.253045_EDGE","2026-07-31 13:34:32.033 -0700","2026-07-31 16:06:39.579 -0700",152.28,1,151.28,"2026-07-31 21:34:32.033 -0700",0,0,0,,,,,"0066-07-02-01","FSE811736E","0013A2004189322B","SWH01352100241","Webasto DX",,"2A","SB CARP South Via Real","6728 Via Real, Carpinteria, CA 93013","Default",,0,0,false,""
492335141,"0066040202_2026-07-31 20:09:04.898779_EDGE","2026-07-31 13:09:02.189 -0700","2026-07-31 13:24:20.312 -0700",15.3,14.5,0.8,"2026-07-31 21:09:02.189 -0700",1.211,5.442,4.681,,,,,"0066-04-02-02","FSE742975E","0013A20041B8BEE9","SWH01162000037","Webasto DX",,"AD-10 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,0.521,0.52,false,""
492335045,"0066080406_2026-07-31 20:04:15.360845_EDGE","2026-07-31 13:04:12.934 -0700","2026-07-31 16:10:13.962 -0700",186.02,0,186.02,"2026-07-31 21:04:12.934 -0700",0,0,0,,,,,"0066-08-04-06","FSE811670E","0013A20041ECCBE9","SWH01062100134","Webasto DX",,"C2","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","Default",,0,0,false,""
492334866,"0066030320_2026-07-31 19:55:47.061016_EDGE","2026-07-31 12:55:48.459 -0700","2026-07-31 16:37:39.960 -0700",221.82,221.67,0.15,"2026-07-31 19:55:48.459 -0700",18.516,6.159,5.241,,,27987,38187,"0066-03-03-20","FSE596418E","0013A20041A7B4C9","SBE02031970021","Webasto DX",,"12","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,8.147,8.15,false,""
492334456,"0066060209_2026-07-31 19:31:21.775394_EDGE","2026-07-31 12:31:23.712 -0700","2026-07-31 19:15:16.313 -0700",403.77,128.33,275.43,"2026-07-31 16:31:23.712 -0700",5.707,3.256,0.892,,,117758,41489,"0066-06-02-09","FSE596148E","0013A20041B916E2","SWH01162000061","Webasto DX",,"SS-9 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,2.34,2.34,false,""
492333559,"0066160210_2026-07-31 18:27:05.021698_EDGE","2026-07-31 11:27:05.354 -0700","2026-07-31 14:20:32.125 -0700",173.4,173.33,0.07,"2026-07-31 21:03:05.354 -0700",15.641,6.108,5.69,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,6.1,6.1,false,""
492333160,"0066080303_2026-07-31 17:59:36.955339_EDGE","2026-07-31 10:59:37.524 -0700","2026-07-31 16:02:48.603 -0700",302.15,302.07,0.08,"2026-08-01 11:00:37.524 -0700",29.709,6.432,6.187,,,387193,42474,"0066-08-03-03","FSE811679E","0013A200422C3D6D","SWH01352100077","Webasto DX",,"B1","SB APCD","260 N. San Antonio Rd, Santa Barbara, CA 93110","App",,15.151,15.151,false,""
492332773,"0066040219_2026-07-31 17:36:30.419138_EDGE","2026-07-31 10:36:27.866 -0700","2026-07-31 11:41:53.143 -0700",65.42,64.68,0.73,"2026-07-31 18:36:27.866 -0700",4.793,5.85,4.607,,,,,"0066-04-02-19","FSE742968E","0013A20041B92FC4","SWH01162000387","Webasto DX",,"AD-1 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,2.061,2.06,false,""
492332161,"0066070201_2026-07-31 17:00:37.835202_EDGE","2026-07-31 10:00:35.928 -0700","2026-07-31 12:06:46.728 -0700",126.18,104.7,21.48,"2026-07-31 13:00:35.928 -0700",5.452,3.608,2.677,,,31060,41489,"0066-07-02-01","FSE811736E","0013A2004189322B","SWH01352100241","Webasto DX",,"2A","SB CARP South Via Real","6728 Via Real, Carpinteria, CA 93013","App",,2.399,2.399,false,""
492332066,"0066060202_2026-07-31 16:55:57.289202_EDGE","2026-07-31 09:55:54.812 -0700","2026-07-31 11:43:53.808 -0700",107.98,107.78,0.2,"2026-07-31 17:55:54.812 -0700",5.443,6.147,3.156,,,,,"0066-06-02-02","FSE596152E","0013A200419B5A9D","SBE02031970322","Webasto DX",,"SS-2 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk",,2.232,2.23,false,""
492332029,"0066060215_2026-07-31 16:53:55.968314_EDGE","2026-07-31 09:53:57.806 -0700","2026-07-31 10:12:18.508 -0700",18.33,18.18,0.15,"2026-07-31 17:53:57.806 -0700",1.667,6.14,5.498,,,337656,,"0066-06-02-15","FSE596155E","0013A20041B915CF","SWH01142000045","Webasto DX",,"CORD 15","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","App",,0.683,0.68,false,""
492331332,"0066070202_2026-07-31 16:20:15.566677_EDGE","2026-07-31 09:20:13.396 -0700","2026-07-31 15:51:50.031 -0700",391.62,231.92,159.7,"2026-07-31 18:20:13.396 -0700",24.804,7.078,3.975,,,292724,,"0066-07-02-02","FSE811676E","0013A20041BED27F","SWH01352100076","Webasto DX",,"2B","SB CARP South Via Real","6728 Via Real, Carpinteria, CA 93013","App",,10.914,10.91,false,""
492331293,"0066100203_2026-07-31 16:18:23.639134_EDGE","2026-07-31 09:18:21.515 -0700","2026-07-31 13:11:28.215 -0700",233.12,0,233.12,"2026-07-31 17:18:21.515 -0700",0,0,0,,,,,"0066-10-02-03","FSE811675E","0013A20041E4A4AA","SWH01352100228","Webasto DX",,"03","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","Default",,0,0,false,""
492331171,"0066030301_2026-07-31 16:13:03.833214_EDGE","2026-07-31 09:13:01.703 -0700","2026-07-31 18:33:18.641 -0700",560.28,489.47,70.82,"2026-07-31 16:13:01.703 -0700",39.944,5.942,4.51,,,240100,47828,"0066-03-03-01","FSE596419E","0013A20041C6EB9C","SBE02511870763","Webasto DX",,"19","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,17.575,17.58,false,""
492330986,"0066040218_2026-07-31 16:04:23.858144_EDGE","2026-07-31 09:04:21.490 -0700","2026-07-31 14:03:52.631 -0700",299.52,14.18,285.33,"2026-07-31 17:04:21.490 -0700",0.675,3.251,0.14,,,,,"0066-04-02-18","FSE742984E","0013A20041B91CD5","SWH01162000060","Webasto DX",,"AD-19 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,0.29,0.29,false,""
492330694,"0066160210_2026-07-31 15:54:28.019600_EDGE","2026-07-31 08:54:29.026 -0700","2026-07-31 10:52:26.727 -0700",117.9,117.83,0.07,"2026-07-31 18:30:29.026 -0700",10.706,6.147,5.731,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,4.175,4.18,false,""
492329725,"0066040212_2026-07-31 15:22:18.367307_EDGE","2026-07-31 08:22:15.944 -0700","2026-07-31 12:40:24.329 -0700",258.13,31.32,226.82,"2026-07-31 16:22:15.944 -0700",2.661,5.876,0.647,,,,,"0066-04-02-12","FSE742986E","0013A20041B90BF6","SWH01162000380","Webasto DX",,"AD-22 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,1.144,1.144,false,""
492328920,"0066050211_2026-07-31 15:01:23.869124_EDGE","2026-07-31 08:01:21.608 -0700","2026-07-31 12:48:55.484 -0700",287.57,287.03,0.53,"2026-07-31 16:01:21.608 -0700",25.918,5.924,5.66,,,,,"0066-05-02-11","FSE688963E","0013A20041B9178B","SWH01172000087","Webasto DX",,"CR-11 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,10.626,10.626,false,""
492328907,"0066030320_2026-07-31 15:01:04.204238_EDGE","2026-07-31 08:01:04.204 -0700","2026-07-31 11:18:18.779 -0700",197.18,146.73,50.45,"2026-07-31 15:01:04.204 -0700",13.944,6.239,4.486,,,27987,38187,"0066-03-03-20","FSE596418E","0013A20041A7B4C9","SBE02031970021","Webasto DX",,"12","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,6.136,6.14,false,""
492328738,"0066040227_2026-07-31 14:57:39.998597_EDGE","2026-07-31 07:57:37.172 -0700","2026-07-31 12:16:12.995 -0700",258.6,0,258.6,"2026-07-31 15:57:37.172 -0700",0.001,0,0,,,,,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Default",,0,0,false,""
492328606,"0066050203_2026-07-31 14:55:03.498449_EDGE","2026-07-31 07:55:00.863 -0700","2026-07-31 12:16:49.877 -0700",261.82,261.68,0.13,"2026-07-31 18:36:00.863 -0700",23.836,5.969,5.741,,,233502,48765,"0066-05-02-03","FSE688951E","0013A20041BEC60C","SWH01162000400","Webasto DX",,"CR-3 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","App",,9.773,9.77,false,""
492327625,"0066040228_2026-07-31 14:31:36.357286_EDGE","2026-07-31 07:31:37.874 -0700","2026-07-31 11:24:48.540 -0700",232.85,232.73,0.12,"2026-07-31 19:31:37.874 -0700",9.409,4.77,2.532,,,46960,47914,"0066-04-02-28","FSE688960E","0013A20041D89617","SWH01022100407","Webasto DX",,"28","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,4.046,4.05,false,""
492326423,"0066230202_2026-07-31 13:58:58.775183_EDGE","2026-07-31 06:58:56.699 -0700","2026-07-31 17:11:15.164 -0700",612.3,431.8,180.5,"2026-07-31 14:58:56.699 -0700",39.309,6.026,4.037,,,,,"0066-23-02-02","FSE1701348E","0013A200420EEEE5","SWH01482100239","Webasto DX",,"DA-2 Fleet Only","SB District Attorney","1112 Santa Barbara St, Santa Barbara, CA 93101","Kiosk",,18.868,18.868,false,""
492326257,"0066310207_2026-07-31 13:53:40.190664_EDGE","2026-07-31 06:53:43.452 -0700","2026-07-31 14:59:23.000 -0700",484.42,483.87,0.55,"2026-07-31 15:25:43.452 -0700",50.656,6.6,6.318,,,368312,47919,"0066-31-02-07",,,"W1-1113-PPF1-6-2526-00053","LiteON IC48","7","7","CSB Santa Maria Jail","2301 Black Rd, Santa Maria, CA 93455","App",,23.808,23.81,false,""
492325133,"0066040213_2026-07-31 13:19:24.430254_EDGE","2026-07-31 06:19:22.038 -0700","2026-07-31 15:03:51.088 -0700",524.48,523.95,0.53,"2026-07-31 14:19:22.038 -0700",35.918,5.919,4.309,,,366599,45756,"0066-04-02-13","FSE742987E","0013A20041B91079","SWH01162000372","Webasto DX",,"AD-21 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,15.445,15.445,false,""
492324241,"0066160210_2026-07-31 12:42:21.188213_EDGE","2026-07-31 05:42:21.188 -0700","2026-07-31 08:54:05.013 -0700",191.67,191.58,0.08,"2026-07-31 15:18:21.188 -0700",17.383,6.162,5.719,,,46895,47445,"0066-16-02-10",,"0013A200420EE7FD","SWH01502100241","Webasto DX",,"9","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,6.78,6.78,false,""
492322689,"0066030308_2026-07-31 11:18:26.167672_EDGE","2026-07-31 04:18:24.024 -0700","2026-07-31 11:24:52.611 -0700",426.48,307.85,118.63,"2026-07-31 14:43:24.024 -0700",22.635,6.08,3.34,,,370728,39860,"0066-03-03-08","FSE596420E","0013A200419B586B","SBE02511870666","Webasto DX",,"22","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,9.96,9.959,false,""
492321302,"0066120201_2026-07-31 08:14:44.033723_EDGE","2026-07-31 01:14:42.006 -0700","2026-07-31 06:16:15.172 -0700",301.55,254.12,47.43,"2026-07-31 08:38:42.006 -0700",21.462,6.028,4.483,,,251568,48764,"0066-12-02-01","FSE811682E","0013A20041E487EF","SWH01352100239","Webasto DX",,"2A","SB Jail","4430 Calle Real, Santa Barbara, CA 93110","App",,8.37,8.37,false,""
492320741,"0066280208_2026-07-31 07:00:09.102803_EDGE","2026-07-31 00:00:07.239 -0700","2026-07-31 00:03:16.397 -0700",3.15,0,3.15,"2026-07-31 08:00:07.239 -0700",0,0,0,,,,,"0066-28-02-08",,"0013A200420F12D2","SWH01502100254","Webasto DX",,"8","SM Admin","511 Lakeside Pkwy, Santa Maria, CA 93455","Default",,0,0,false,""
492319767,"0066100203_2026-07-31 05:30:22.894282_EDGE","2026-07-30 22:30:26.711 -0700","2026-07-31 09:18:17.578 -0700",647.67,645.5,2.17,"2026-07-31 09:55:26.711 -0700",60.891,7.023,5.923,,,387307,44445,"0066-10-02-03","FSE811675E","0013A20041E4A4AA","SWH01352100228","Webasto DX",,"03","SB IV Embarcadero","881 Embarcadero del Mar, Isla Vista, CA 93117","App",,26.183,26.18,false,""
492318272,"0066030303_2026-07-31 04:13:58.072839_EDGE","2026-07-30 21:14:01.719 -0700","2026-07-31 07:00:12.630 -0700",585.88,545.48,40.4,"2026-07-31 09:15:01.719 -0700",46.618,6.05,5.011,,,372448,48476,"0066-03-03-03","FSE742971E","0013A200419B56F3","SBE02501870483","Webasto DX",,"21","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,20.512,20.51,false,""
492315961,"0066040227_2026-07-31 03:18:19.611925_EDGE","2026-07-30 20:18:17.345 -0700","2026-07-30 21:47:09.568 -0700",88.87,88.8,0.07,"2026-07-31 08:18:17.345 -0700",2.766,2.203,1.951,,,336122,47808,"0066-04-02-27","FSE1529511E","0013A20041D88E23","SWH01022100417","Webasto DX",,"27","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,1.189,1.19,false,""
492300263,"0066040224_2026-07-31 00:39:50.067144_EDGE","2026-07-30 17:39:47.643 -0700","2026-07-31 10:35:19.392 -0700",1015.53,198.1,817.43,"2026-07-31 01:39:47.643 -0700",2.602,4.737,0.16,,,,,"0066-04-02-24","FSE742967E","0013A20041B90B3E","SWH01162000309","Webasto DX",,"AD-2 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,1.119,1.119,false,""
492299734,"0066160205_2026-07-31 00:36:43.132739_EDGE","2026-07-30 17:36:41.010 -0700","2026-07-31 06:04:45.297 -0700",748.07,603.82,144.25,"2026-07-31 01:36:41.010 -0700",41.497,5.967,3.491,,,287867,49093,"0066-16-02-05",,"0013A200420F1010","SWH01502100195","Webasto DX",,"4","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,16.184,16.184,false,""
492297085,"0066160203_2026-07-31 00:20:42.076298_EDGE","2026-07-30 17:20:46.501 -0700","2026-07-31 06:05:37.091 -0700",764.68,565.4,199.28,"2026-07-31 02:56:46.501 -0700",32.559,6.151,2.673,,,345040,41415,"0066-16-02-03",,"0013A200420EFC6A","SWH01502100199","Webasto DX",,"2","SB South County Jail","4434 Calle Real, Santa Barbara, CA 93110","App",,12.698,12.698,false,""
492296746,"0066030206_2026-07-31 00:18:45.741413_EDGE","2026-07-30 17:18:43.396 -0700","2026-07-31 11:45:29.218 -0700",1106.77,483.28,623.48,"2026-07-31 03:18:43.396 -0700",7.816,6.224,0.441,,,,,"0066-03-02-06","FSE596423E","0013A200419B582D","SBE02031970174","Webasto DX",,"LD-6 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk",,3.439,3.439,false,""
492296561,"0066050204_2026-07-31 00:17:25.632092_EDGE","2026-07-30 17:17:23.250 -0700","2026-07-31 10:42:16.520 -0700",1044.88,564.15,480.73,"2026-07-31 01:17:23.250 -0700",15.042,6.089,0.906,,,,,"0066-05-02-04","FSE688945E","0013A20041B91789","SWH01162000299","Webasto DX",,"CR-4 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,6.167,6.167,false,""
492296522,"0066050221_2026-07-31 00:17:11.079262_EDGE","2026-07-30 17:17:08.946 -0700","2026-07-31 09:59:04.730 -0700",1001.93,627.72,374.22,"2026-07-31 01:17:08.946 -0700",21.075,5.918,1.324,,,,,"0066-05-02-21","FSE689150E","0013A20041B92FE0","SWH01162000370","Webasto DX",,"CR-21 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,8.641,8.641,false,""
492295812,"0066050219_2026-07-31 00:12:34.634529_EDGE","2026-07-30 17:12:32.331 -0700","2026-07-31 08:05:34.214 -0700",893.03,624.65,268.38,"2026-07-31 01:12:32.331 -0700",20.452,5.849,1.44,,,,,"0066-05-02-19","FSE688948E","0013A20041B90B9A","SWH01162000389","Webasto DX",,"CR-19 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,8.385,8.385,false,""
492291441,"0066050223_2026-07-30 23:44:20.896986_EDGE","2026-07-30 16:44:19.097 -0700","2026-07-31 09:22:22.703 -0700",998.07,296.68,701.38,"2026-07-31 00:44:19.097 -0700",1.828,1.578,0.114,,,,,"0066-05-02-23","FSE689147E","0013A20041B917C8","SWH01162000368","Webasto DX",,"CR-23 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,0.749,0.749,false,""
492289521,"0066040219_2026-07-30 23:32:27.870051_EDGE","2026-07-30 16:32:25.523 -0700","2026-07-31 09:53:26.480 -0700",1041.02,597,444.02,"2026-07-31 00:32:25.523 -0700",14.67,6.031,0.886,,,,,"0066-04-02-19","FSE742968E","0013A20041B92FC4","SWH01162000387","Webasto DX",,"AD-1 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,6.308,6.308,false,""
492288125,"0066050211_2026-07-30 23:22:47.126221_EDGE","2026-07-30 16:22:44.743 -0700","2026-07-31 08:01:09.800 -0700",938.42,937.95,0.47,"2026-07-31 00:22:44.743 -0700",48.54,6.045,3.248,,,,,"0066-05-02-11","FSE688963E","0013A20041B9178B","SWH01172000087","Webasto DX",,"CR-11 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,19.902,19.902,false,""
492287218,"0066030207_2026-07-30 23:16:18.543692_EDGE","2026-07-30 16:16:16.005 -0700","2026-07-31 08:18:58.544 -0700",962.72,305.42,657.3,"2026-07-31 02:16:16.005 -0700",2.124,1.669,0.138,,,,,"0066-03-02-07","FSE596407E","0013A200419B5851","SBE02031970148","Webasto DX",,"LD-8 Fleet Only","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","Kiosk",,0.935,0.934,false,""
492284906,"0066270206_2026-07-30 22:58:58.325446_EDGE","2026-07-30 15:58:56.036 -0700","2026-07-31 08:38:29.852 -0700",999.57,271.2,728.37,"2026-07-30 23:58:56.036 -0700",6.634,6.149,0.413,,,,,"0066-27-02-06",,"0013A20041F00E1A","SWH01492100058","Webasto DX",,"HS-4 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,3.184,3.184,false,""
492283092,"0066060203_2026-07-30 22:42:04.848831_EDGE","2026-07-30 15:42:02.679 -0700","2026-07-31 09:39:22.906 -0700",1077.33,577.55,499.78,"2026-07-30 23:42:02.679 -0700",7.132,4.711,0.417,,,,,"0066-06-02-03","FSE596151E","0013A200419B5804","SBE02031970142","Webasto DX",,"SS-3 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Kiosk",,2.924,2.924,false,""
492282299,"0066270212_2026-07-30 22:33:50.140067_EDGE","2026-07-30 15:33:47.788 -0700","2026-07-31 08:02:27.394 -0700",988.67,987.2,1.47,"2026-07-30 23:33:47.788 -0700",37.085,6.426,2.352,,,,,"0066-27-02-12",,"0013A20041F009EB","SWH01492100016","Webasto DX",,"HS-10 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,17.801,17.801,false,""
492279439,"0066270209_2026-07-30 21:50:16.339059_EDGE","2026-07-30 14:50:14.054 -0700","2026-07-31 13:14:14.671 -0700",1344.02,108.1,1235.92,"2026-07-30 22:50:14.054 -0700",5.861,6.357,0.276,,,,,"0066-27-02-09",,"0013A20041F01B11","SWH01492100025","Webasto DX",,"HS-7 Fleet Only","SM Health Services","2125 Centerpointe Pkwy, Santa Maria, CA 93455","Kiosk",,2.813,2.813,false,""
492278945,"0066040214_2026-07-30 21:38:39.608236_EDGE","2026-07-30 14:38:37.617 -0700","2026-07-31 07:08:09.101 -0700",989.52,988.67,0.85,"2026-07-30 22:38:37.617 -0700",69.909,5.891,4.447,,,,,"0066-04-02-14","FSE742988E","0013A20041B91742","SWH01142000060","Webasto DX",,"23","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,30.061,30.061,false,""
492278385,"0066060202_2026-07-30 21:24:25.302219_EDGE","2026-07-30 14:24:23.033 -0700","2026-07-31 08:53:11.101 -0700",1108.8,0,1108.8,"2026-07-30 22:24:23.033 -0700",0,0,0,,,,,"0066-06-02-02","FSE596152E","0013A200419B5A9D","SBE02031970322","Webasto DX",,"SS-2 Fleet Only","SB Social Services","234 Camino del Remedio, Santa Barbara, CA 93110","Default",,0,0,false,""
492278083,"0066040223_2026-07-30 21:14:56.308948_EDGE","2026-07-30 14:14:54.391 -0700","2026-07-31 07:50:26.044 -0700",1055.53,327,728.53,"2026-07-30 22:14:54.391 -0700",10.455,3.171,0.621,,,,,"0066-04-02-23","FSE742982E","0013A20041BECEBC","SWH01162000348","Webasto DX",,"AD-17 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,4.495,4.495,false,""
492277944,"0066030309_2026-07-30 21:10:12.028121_EDGE","2026-07-30 14:10:16.684 -0700","2026-07-30 15:00:16.089 -0700",49.85,49.78,0.07,"2026-07-30 15:22:16.684 -0700",4.641,6.051,5.882,,,83129,46017,"0066-03-03-09","FSE596421E","0013A200419B58F2","SBE02031970011","Webasto DX",,"14","LPC Health Services","1100 W. Laurel Ave, Lompoc, CA 93436","App",,2.042,2.042,false,""
492277772,"0066040221_2026-07-30 21:04:56.008430_EDGE","2026-07-30 14:04:53.097 -0700","2026-07-31 10:04:35.874 -0700",1199.72,579.26,620.45,"2026-07-30 22:04:53.097 -0700",8.035,5.982,0.421,,,,,"0066-04-02-21","FSE742973E","0013A20041B93047","SWH01162000377","Webasto DX",,"AD-8 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","Kiosk",,3.455,3.455,false,""
492277534,"0066050215_2026-07-30 20:55:49.606478_EDGE","2026-07-30 13:55:47.053 -0700","2026-07-31 08:32:51.609 -0700",1117.08,305.52,811.57,"2026-07-30 21:55:47.053 -0700",5.958,5.884,0.334,,,,,"0066-05-02-15","FSE688952E","0013A20041B91801","SWH01142000047","Webasto DX",,"CR-15 Fleet Only","SB Health Services","315 Camino del Remedio, Santa Barbara, CA  93110","Kiosk",,2.443,2.443,false,""
492277369,"0066040218_2026-07-30 20:49:40.910081_EDGE","2026-07-30 13:49:38.504 -0700","2026-07-30 19:50:14.877 -0700",360.6,358.77,1.83,"2026-07-31 01:49:38.504 -0700",14.664,5.908,2.552,,,336122,47808,"0066-04-02-18","FSE742984E","0013A20041B91CD5","SWH01162000060","Webasto DX",,"AD-19 Fleet Only","SB Admin","105 E. Anapamu St, Santa Barbara, CA 93101","App",,6.306,6.306,false,""
492277282,"0066070202_2026-07-30 20:46:29.738370_EDGE","2026-07-30 13:46:27.435 -0700","2026-07-30 16:16:28.853 -0700",150.02,148.97,1.05,"2026-07-30 15:46:27.435 -0700",7.71,3.403,3.203,,,27142,,"0066-07-02-02","FSE811676E","0013A20041BED27F","SWH01352100076","Webasto DX",,"2B","SB CARP South Via Real","6728 Via Real, Carpinteria, CA 93013","App",,3.392,3.392,false,""
